GUID,ifc_type,material,quantity,unit,unit_price,line_total,trade_group,note
33emTEO_501u9yrN6HtIQu,IfcWallStandardCase,Plasterboard,35.5485,m2,9.0,319.94,Finishes,
33emTEO_501u9yrN6HtIQu,IfcWallStandardCase,Metal - Stud Layer,2.7315,m3,0.0,0.0,(unpriced),missing from price list
33emTEO_501u9yrN6HtIQu,IfcWallStandardCase,Plasterboard,35.5485,m2,9.0,319.94,Finishes,
2Az8t8nqb9NxbeJ36pqgHo,IfcWallStandardCase,Plasterboard,28.6959,m2,9.0,258.26,Finishes,
2Az8t8nqb9NxbeJ36pqgHo,IfcWallStandardCase,Metal - Stud Layer,2.64,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqgHo,IfcWallStandardCase,Plasterboard,28.6959,m2,9.0,258.26,Finishes,
2Az8t8nqb9NxbeJ36pqgv$,IfcWallStandardCase,Plasterboard,29.6223,m2,9.0,266.6,Finishes,
2Az8t8nqb9NxbeJ36pqgv$,IfcWallStandardCase,Metal - Stud Layer,2.7253,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqgv$,IfcWallStandardCase,Plasterboard,29.6223,m2,9.0,266.6,Finishes,
2Az8t8nqb9NxbeJ36pqfdu,IfcWallStandardCase,Plasterboard,50.1022,m2,9.0,450.92,Finishes,
2Az8t8nqb9NxbeJ36pqfdu,IfcWallStandardCase,Metal - Stud Layer,4.2501,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqfdu,IfcWallStandardCase,Plasterboard,50.1022,m2,9.0,450.92,Finishes,
2Az8t8nqb9NxbeJ36pqf12,IfcWallStandardCase,Plasterboard,39.169,m2,9.0,352.52,Finishes,
2Az8t8nqb9NxbeJ36pqf12,IfcWallStandardCase,Metal - Stud Layer,3.2443,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqf12,IfcWallStandardCase,Plasterboard,39.169,m2,9.0,352.52,Finishes,
0mKoW7DhrAyxttVK7Mp3g8,IfcWallStandardCase,Plasterboard,51.8251,m2,9.0,466.43,Finishes,
0mKoW7DhrAyxttVK7Mp3g8,IfcWallStandardCase,Metal - Stud Layer,4.5408,m3,0.0,0.0,(unpriced),missing from price list
0mKoW7DhrAyxttVK7Mp3g8,IfcWallStandardCase,Plasterboard,51.8251,m2,9.0,466.43,Finishes,
1giqnsgvr6uA16isIlsnDR,IfcWallStandardCase,Plasterboard,23.5265,m2,9.0,211.74,Finishes,
1giqnsgvr6uA16isIlsnDR,IfcWallStandardCase,Metal - Stud Layer,2.1644,m3,0.0,0.0,(unpriced),missing from price list
1giqnsgvr6uA16isIlsnDR,IfcWallStandardCase,Plasterboard,23.5265,m2,9.0,211.74,Finishes,
1Uma8nuu1Frxm4jZQJyUa$,IfcWallStandardCase,Type-X Plasterboard,26.263,m2,9.0,236.37,Finishes,
1Uma8nuu1Frxm4jZQJyUa$,IfcWallStandardCase,Metal - Stud Layer,2.2366,m3,0.0,0.0,(unpriced),missing from price list
1Uma8nuu1Frxm4jZQJyUa$,IfcWallStandardCase,Type-X Plasterboard,26.263,m2,9.0,236.37,Finishes,
1h7qyFpbf0qggP_pQnt_mG,IfcWallStandardCase,Plasterboard,18.6099,m2,9.0,167.49,Finishes,
1h7qyFpbf0qggP_pQnt_mG,IfcWallStandardCase,Metal - Stud Layer,1.7121,m3,0.0,0.0,(unpriced),missing from price list
1h7qyFpbf0qggP_pQnt_mG,IfcWallStandardCase,Plasterboard,18.6099,m2,9.0,167.49,Finishes,
2Az8t8nqb9NxbeJ36pqfKx,IfcWallStandardCase,Plasterboard,38.7466,m2,9.0,348.72,Finishes,
2Az8t8nqb9NxbeJ36pqfKx,IfcWallStandardCase,Metal - Stud Layer,3.5647,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqfKx,IfcWallStandardCase,Plasterboard,38.7466,m2,9.0,348.72,Finishes,
33emTEO_501u9yrN6HtHia,IfcWallStandardCase,Plasterboard,40.1102,m2,9.0,360.99,Finishes,
33emTEO_501u9yrN6HtHia,IfcWallStandardCase,Metal - Stud Layer,3.3309,m3,0.0,0.0,(unpriced),missing from price list
33emTEO_501u9yrN6HtHia,IfcWallStandardCase,Plasterboard,40.1102,m2,9.0,360.99,Finishes,
33emTEO_501u9yrN6HtI9D,IfcWallStandardCase,Plasterboard,31.5522,m2,9.0,283.97,Finishes,
33emTEO_501u9yrN6HtI9D,IfcWallStandardCase,Metal - Stud Layer,2.3639,m3,0.0,0.0,(unpriced),missing from price list
33emTEO_501u9yrN6HtI9D,IfcWallStandardCase,Plasterboard,31.5522,m2,9.0,283.97,Finishes,
27dLDsxMX8Sv5rKurGZzw6,IfcWallStandardCase,Plasterboard,38.6673,m2,9.0,348.01,Finishes,
27dLDsxMX8Sv5rKurGZzw6,IfcWallStandardCase,Metal - Stud Layer,3.3509,m3,0.0,0.0,(unpriced),missing from price list
27dLDsxMX8Sv5rKurGZzw6,IfcWallStandardCase,Plasterboard,38.6673,m2,9.0,348.01,Finishes,
1Uma8nuu1Frxm4jZQJyUZE,IfcWallStandardCase,Plasterboard,17.9979,m2,9.0,161.98,Finishes,
1Uma8nuu1Frxm4jZQJyUZE,IfcWallStandardCase,Metal - Stud Layer,1.6558,m3,0.0,0.0,(unpriced),missing from price list
1Uma8nuu1Frxm4jZQJyUZE,IfcWallStandardCase,Plasterboard,17.9979,m2,9.0,161.98,Finishes,
1giqnsgvr6uA16isIlsmBC,IfcWallStandardCase,Plasterboard,18.2866,m2,9.0,164.58,Finishes,
1giqnsgvr6uA16isIlsmBC,IfcWallStandardCase,Metal - Stud Layer,1.3231,m3,0.0,0.0,(unpriced),missing from price list
1giqnsgvr6uA16isIlsmBC,IfcWallStandardCase,Plasterboard,18.2866,m2,9.0,164.58,Finishes,
1Uma8nuu1Frxm4jZQJyUiP,IfcWallStandardCase,Plasterboard,33.1268,m2,9.0,298.14,Finishes,
1Uma8nuu1Frxm4jZQJyUiP,IfcWallStandardCase,Metal - Stud Layer,3.0477,m3,0.0,0.0,(unpriced),missing from price list
1Uma8nuu1Frxm4jZQJyUiP,IfcWallStandardCase,Plasterboard,33.1268,m2,9.0,298.14,Finishes,
33emTEO_501u9yrN6HtIKx,IfcWallStandardCase,Plasterboard,24.4063,m2,9.0,219.66,Finishes,
33emTEO_501u9yrN6HtIKx,IfcWallStandardCase,Metal - Stud Layer,2.2454,m3,0.0,0.0,(unpriced),missing from price list
33emTEO_501u9yrN6HtIKx,IfcWallStandardCase,Plasterboard,24.4063,m2,9.0,219.66,Finishes,
0mKoW7DhrAyxttVK7Mp3ln,IfcWallStandardCase,Plasterboard,61.6815,m2,9.0,555.13,Finishes,
0mKoW7DhrAyxttVK7Mp3ln,IfcWallStandardCase,Metal - Stud Layer,5.1444,m3,0.0,0.0,(unpriced),missing from price list
0mKoW7DhrAyxttVK7Mp3ln,IfcWallStandardCase,Plasterboard,61.6815,m2,9.0,555.13,Finishes,
27dLDsxMX8Sv5rKurGZz7T,IfcWallStandardCase,Plasterboard,24.8465,m2,9.0,223.62,Finishes,
27dLDsxMX8Sv5rKurGZz7T,IfcWallStandardCase,Metal - Stud Layer,2.1062,m3,0.0,0.0,(unpriced),missing from price list
27dLDsxMX8Sv5rKurGZz7T,IfcWallStandardCase,Plasterboard,24.8465,m2,9.0,223.62,Finishes,
2Az8t8nqb9NxbeJ36pqgkY,IfcWallStandardCase,Plasterboard,14.9018,m2,9.0,134.12,Finishes,
2Az8t8nqb9NxbeJ36pqgkY,IfcWallStandardCase,Metal - Stud Layer,2.2651,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqgkY,IfcWallStandardCase,Plasterboard,14.9018,m2,9.0,134.12,Finishes,
1giqnsgvr6uA16isIlsnnZ,IfcWallStandardCase,Type-X Plasterboard,11.2798,m2,9.0,101.52,Finishes,
1giqnsgvr6uA16isIlsnnZ,IfcWallStandardCase,Metal - Stud Layer,0.8581,m3,0.0,0.0,(unpriced),missing from price list
1giqnsgvr6uA16isIlsnnZ,IfcWallStandardCase,Type-X Plasterboard,11.2798,m2,9.0,101.52,Finishes,
33emTEO_501u9yrN6HtHP8,IfcWallStandardCase,Plasterboard,14.4493,m2,9.0,130.04,Finishes,
33emTEO_501u9yrN6HtHP8,IfcWallStandardCase,Metal - Stud Layer,1.3293,m3,0.0,0.0,(unpriced),missing from price list
33emTEO_501u9yrN6HtHP8,IfcWallStandardCase,Plasterboard,14.4493,m2,9.0,130.04,Finishes,
1Uma8nuu1Frxm4jZQJyUee,IfcWallStandardCase,Plasterboard,9.1701,m2,9.0,82.53,Finishes,
1Uma8nuu1Frxm4jZQJyUee,IfcWallStandardCase,Metal - Stud Layer,0.664,m3,0.0,0.0,(unpriced),missing from price list
1Uma8nuu1Frxm4jZQJyUee,IfcWallStandardCase,Plasterboard,9.1701,m2,9.0,82.53,Finishes,
33emTEO_501u9yrN6HtHcf,IfcWallStandardCase,Plasterboard,39.0362,m2,9.0,351.33,Finishes,
33emTEO_501u9yrN6HtHcf,IfcWallStandardCase,Metal - Stud Layer,3.2321,m3,0.0,0.0,(unpriced),missing from price list
33emTEO_501u9yrN6HtHcf,IfcWallStandardCase,Plasterboard,39.0362,m2,9.0,351.33,Finishes,
2Az8t8nqb9NxbeJ36pqfJM,IfcWallStandardCase,Plasterboard,32.9946,m2,9.0,296.95,Finishes,
2Az8t8nqb9NxbeJ36pqfJM,IfcWallStandardCase,Metal - Stud Layer,2.8559,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqfJM,IfcWallStandardCase,Plasterboard,32.9946,m2,9.0,296.95,Finishes,
1Uma8nuu1Frxm4jZQJyUGP,IfcWallStandardCase,Type-X Plasterboard,26.2757,m2,9.0,236.48,Finishes,
1Uma8nuu1Frxm4jZQJyUGP,IfcWallStandardCase,Metal - Stud Layer,2.2377,m3,0.0,0.0,(unpriced),missing from price list
1Uma8nuu1Frxm4jZQJyUGP,IfcWallStandardCase,Type-X Plasterboard,26.2757,m2,9.0,236.48,Finishes,
31$_5GWU50XveZ1tV80Ehv,IfcWallStandardCase,Plasterboard,13.4157,m2,9.0,120.74,Finishes,
31$_5GWU50XveZ1tV80Ehv,IfcWallStandardCase,Metal - Stud Layer,1.2342,m3,0.0,0.0,(unpriced),missing from price list
31$_5GWU50XveZ1tV80Ehv,IfcWallStandardCase,Plasterboard,13.4157,m2,9.0,120.74,Finishes,
1giqnsgvr6uA16isIlsnnl,IfcWallStandardCase,Type-X Plasterboard,11.2798,m2,9.0,101.52,Finishes,
1giqnsgvr6uA16isIlsnnl,IfcWallStandardCase,Metal - Stud Layer,1.0377,m3,0.0,0.0,(unpriced),missing from price list
1giqnsgvr6uA16isIlsnnl,IfcWallStandardCase,Type-X Plasterboard,11.2798,m2,9.0,101.52,Finishes,
31$_5GWU50XveZ1tV80FDs,IfcWallStandardCase,Plasterboard,51.8251,m2,9.0,466.43,Finishes,
31$_5GWU50XveZ1tV80FDs,IfcWallStandardCase,Metal - Stud Layer,4.7679,m3,0.0,0.0,(unpriced),missing from price list
31$_5GWU50XveZ1tV80FDs,IfcWallStandardCase,Plasterboard,51.8251,m2,9.0,466.43,Finishes,
1giqnsgvr6uA16isIlsnwa,IfcWallStandardCase,Plasterboard,4.5834,m2,9.0,41.25,Finishes,
1giqnsgvr6uA16isIlsnwa,IfcWallStandardCase,Metal - Stud Layer,0.6967,m3,0.0,0.0,(unpriced),missing from price list
1giqnsgvr6uA16isIlsnwa,IfcWallStandardCase,Plasterboard,4.5834,m2,9.0,41.25,Finishes,
2Az8t8nqb9NxbeJ36pqe2c,IfcWallStandardCase,Metal - Stud Layer,0.7073,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqe2c,IfcWallStandardCase,Plasterboard,18.7589,m2,9.0,168.83,Finishes,
33emTEO_501u9yrN6HtITY,IfcWallStandardCase,Plasterboard,52.9661,m2,9.0,476.69,Finishes,
33emTEO_501u9yrN6HtITY,IfcWallStandardCase,Metal - Stud Layer,4.8729,m3,0.0,0.0,(unpriced),missing from price list
33emTEO_501u9yrN6HtITY,IfcWallStandardCase,Plasterboard,52.9661,m2,9.0,476.69,Finishes,
2Az8t8nqb9NxbeJ36pqfqE,IfcWallStandardCase,Type-X Plasterboard,10.2226,m2,9.0,92.0,Finishes,
2Az8t8nqb9NxbeJ36pqfqE,IfcWallStandardCase,Metal - Stud Layer,0.9405,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqfqE,IfcWallStandardCase,Type-X Plasterboard,10.2226,m2,9.0,92.0,Finishes,
2Az8t8nqb9NxbeJ36pqfio,IfcWallStandardCase,Plasterboard,8.8972,m2,9.0,80.07,Finishes,
2Az8t8nqb9NxbeJ36pqfio,IfcWallStandardCase,Metal - Stud Layer,0.8185,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqfio,IfcWallStandardCase,Plasterboard,8.8972,m2,9.0,80.07,Finishes,
2Az8t8nqb9NxbeJ36pqfLn,IfcWallStandardCase,Plasterboard,20.5503,m2,9.0,184.95,Finishes,
2Az8t8nqb9NxbeJ36pqfLn,IfcWallStandardCase,Metal - Stud Layer,1.8906,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqfLn,IfcWallStandardCase,Plasterboard,20.5503,m2,9.0,184.95,Finishes,
31$_5GWU50XveZ1tV80FBQ,IfcWallStandardCase,Type-X Plasterboard,12.6217,m2,9.0,113.59,Finishes,
31$_5GWU50XveZ1tV80FBQ,IfcWallStandardCase,Metal - Stud Layer,1.1612,m3,0.0,0.0,(unpriced),missing from price list
31$_5GWU50XveZ1tV80FBQ,IfcWallStandardCase,Type-X Plasterboard,12.6217,m2,9.0,113.59,Finishes,
27dLDsxMX8Sv5rKurGZoEW,IfcWallStandardCase,Type-X Plasterboard,12.6217,m2,9.0,113.59,Finishes,
27dLDsxMX8Sv5rKurGZoEW,IfcWallStandardCase,Metal - Stud Layer,1.1612,m3,0.0,0.0,(unpriced),missing from price list
27dLDsxMX8Sv5rKurGZoEW,IfcWallStandardCase,Type-X Plasterboard,12.6217,m2,9.0,113.59,Finishes,
1giqnsgvr6uA16isIlsnxD,IfcWallStandardCase,Plasterboard,8.7695,m2,9.0,78.93,Finishes,
1giqnsgvr6uA16isIlsnxD,IfcWallStandardCase,Metal - Stud Layer,1.333,m3,0.0,0.0,(unpriced),missing from price list
1giqnsgvr6uA16isIlsnxD,IfcWallStandardCase,Plasterboard,8.7695,m2,9.0,78.93,Finishes,
1Uma8nuu1Frxm4jZQJyUkb,IfcWallStandardCase,Plasterboard,20.4313,m2,9.0,183.88,Finishes,
1Uma8nuu1Frxm4jZQJyUkb,IfcWallStandardCase,Metal - Stud Layer,1.8797,m3,0.0,0.0,(unpriced),missing from price list
1Uma8nuu1Frxm4jZQJyUkb,IfcWallStandardCase,Plasterboard,20.4313,m2,9.0,183.88,Finishes,
2Az8t8nqb9NxbeJ36pqfH$,IfcWallStandardCase,Plasterboard,15.9209,m2,9.0,143.29,Finishes,
2Az8t8nqb9NxbeJ36pqfH$,IfcWallStandardCase,Metal - Stud Layer,1.4647,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqfH$,IfcWallStandardCase,Plasterboard,15.9209,m2,9.0,143.29,Finishes,
33emTEO_501u9yrN6HtHhg,IfcWallStandardCase,Plasterboard,12.9253,m2,9.0,116.33,Finishes,
33emTEO_501u9yrN6HtHhg,IfcWallStandardCase,Metal - Stud Layer,1.1891,m3,0.0,0.0,(unpriced),missing from price list
33emTEO_501u9yrN6HtHhg,IfcWallStandardCase,Plasterboard,12.9253,m2,9.0,116.33,Finishes,
2Az8t8nqb9NxbeJ36pqftg,IfcWallStandardCase,Type-X Plasterboard,11.3544,m2,9.0,102.19,Finishes,
2Az8t8nqb9NxbeJ36pqftg,IfcWallStandardCase,Metal - Stud Layer,0.7999,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqftg,IfcWallStandardCase,Type-X Plasterboard,11.3544,m2,9.0,102.19,Finishes,
2Az8t8nqb9NxbeJ36pqge9,IfcWallStandardCase,Plasterboard,11.1595,m2,9.0,100.44,Finishes,
2Az8t8nqb9NxbeJ36pqge9,IfcWallStandardCase,Metal - Stud Layer,0.8202,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqge9,IfcWallStandardCase,Plasterboard,11.1595,m2,9.0,100.44,Finishes,
33emTEO_501u9yrN6HtHIx,IfcWallStandardCase,Plasterboard,5.2773,m2,9.0,47.5,Finishes,
33emTEO_501u9yrN6HtHIx,IfcWallStandardCase,Metal - Stud Layer,0.4855,m3,0.0,0.0,(unpriced),missing from price list
33emTEO_501u9yrN6HtHIx,IfcWallStandardCase,Plasterboard,5.2773,m2,9.0,47.5,Finishes,
33emTEO_501u9yrN6HtHAg,IfcWallStandardCase,Metal - Stud Layer,0.6096,m3,0.0,0.0,(unpriced),missing from price list
33emTEO_501u9yrN6HtHAg,IfcWallStandardCase,Plasterboard,16.2905,m2,9.0,146.61,Finishes,
2Az8t8nqb9NxbeJ36pqg$z,IfcWallStandardCase,Plasterboard,42.1085,m2,9.0,378.98,Finishes,
2Az8t8nqb9NxbeJ36pqg$z,IfcWallStandardCase,Metal - Stud Layer,3.5147,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqg$z,IfcWallStandardCase,Plasterboard,42.1085,m2,9.0,378.98,Finishes,
0mKoW7DhrAyxttVK7Mp3jB,IfcWallStandardCase,Plasterboard,26.1306,m2,9.0,235.18,Finishes,
0mKoW7DhrAyxttVK7Mp3jB,IfcWallStandardCase,Metal - Stud Layer,2.0447,m3,0.0,0.0,(unpriced),missing from price list
0mKoW7DhrAyxttVK7Mp3jB,IfcWallStandardCase,Plasterboard,26.1306,m2,9.0,235.18,Finishes,
2Az8t8nqb9NxbeJ36pqfn_,IfcWallStandardCase,Type-X Plasterboard,9.7061,m2,9.0,87.35,Finishes,
2Az8t8nqb9NxbeJ36pqfn_,IfcWallStandardCase,Metal - Stud Layer,0.893,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqfn_,IfcWallStandardCase,Type-X Plasterboard,9.7061,m2,9.0,87.35,Finishes,
33emTEO_501u9yrN6HtG7C,IfcWallStandardCase,Type-X Plasterboard,23.0854,m2,9.0,207.77,Finishes,
33emTEO_501u9yrN6HtG7C,IfcWallStandardCase,Metal - Stud Layer,1.9442,m3,0.0,0.0,(unpriced),missing from price list
33emTEO_501u9yrN6HtG7C,IfcWallStandardCase,Type-X Plasterboard,23.0854,m2,9.0,207.77,Finishes,
04Sq57eS5FffNezn2ilgrR,IfcWallStandardCase,Plasterboard,2.3854,m2,9.0,21.47,Finishes,
04Sq57eS5FffNezn2ilgrR,IfcWallStandardCase,Metal - Stud Layer,0.2195,m3,0.0,0.0,(unpriced),missing from price list
04Sq57eS5FffNezn2ilgrR,IfcWallStandardCase,Plasterboard,2.3854,m2,9.0,21.47,Finishes,
1giqnsgvr6uA16isIlsm67,IfcWallStandardCase,Metal - Stud Layer,0.0578,m3,0.0,0.0,(unpriced),missing from price list
1giqnsgvr6uA16isIlsm67,IfcWallStandardCase,Plasterboard,1.5207,m2,9.0,13.69,Finishes,
1Uma8nuu1Frxm4jZQJyUje,IfcWallStandardCase,Plasterboard,18.5144,m2,9.0,166.63,Finishes,
1Uma8nuu1Frxm4jZQJyUje,IfcWallStandardCase,Metal - Stud Layer,1.7033,m3,0.0,0.0,(unpriced),missing from price list
1Uma8nuu1Frxm4jZQJyUje,IfcWallStandardCase,Plasterboard,18.5144,m2,9.0,166.63,Finishes,
1Uma8nuu1Frxm4jZQJyUg5,IfcWallStandardCase,Plasterboard,8.3719,m2,9.0,75.35,Finishes,
1Uma8nuu1Frxm4jZQJyUg5,IfcWallStandardCase,Metal - Stud Layer,0.5906,m3,0.0,0.0,(unpriced),missing from price list
1Uma8nuu1Frxm4jZQJyUg5,IfcWallStandardCase,Plasterboard,8.3719,m2,9.0,75.35,Finishes,
31$_5GWU50XveZ1tV80EqM,IfcWallStandardCase,Plasterboard,33.8152,m2,9.0,304.34,Finishes,
31$_5GWU50XveZ1tV80EqM,IfcWallStandardCase,Metal - Stud Layer,2.7517,m3,0.0,0.0,(unpriced),missing from price list
31$_5GWU50XveZ1tV80EqM,IfcWallStandardCase,Plasterboard,33.8152,m2,9.0,304.34,Finishes,
04Sq57eS5FffNezn2ilgqL,IfcWallStandardCase,Plasterboard,3.8365,m2,9.0,34.53,Finishes,
04Sq57eS5FffNezn2ilgqL,IfcWallStandardCase,Metal - Stud Layer,0.353,m3,0.0,0.0,(unpriced),missing from price list
04Sq57eS5FffNezn2ilgqL,IfcWallStandardCase,Plasterboard,3.8365,m2,9.0,34.53,Finishes,
04Sq57eS5FffNezn2ilg9a,IfcWallStandardCase,Plasterboard,3.1457,m2,9.0,28.31,Finishes,
04Sq57eS5FffNezn2ilg9a,IfcWallStandardCase,Metal - Stud Layer,0.2894,m3,0.0,0.0,(unpriced),missing from price list
04Sq57eS5FffNezn2ilg9a,IfcWallStandardCase,Plasterboard,3.1457,m2,9.0,28.31,Finishes,
1Uma8nuu1Frxm4jZQJyUlT,IfcWallStandardCase,Plasterboard,5.2303,m2,9.0,47.07,Finishes,
1Uma8nuu1Frxm4jZQJyUlT,IfcWallStandardCase,Metal - Stud Layer,0.4544,m3,0.0,0.0,(unpriced),missing from price list
1Uma8nuu1Frxm4jZQJyUlT,IfcWallStandardCase,Plasterboard,5.2303,m2,9.0,47.07,Finishes,
2Az8t8nqb9NxbeJ36pqe77,IfcWallStandardCase,Metal - Stud Layer,0.6975,m3,0.0,0.0,(unpriced),missing from price list
2Az8t8nqb9NxbeJ36pqe77,IfcWallStandardCase,Plasterboard,18.6464,m2,9.0,167.82,Finishes,
1giqnsgvr6uA16isIlsmB3,IfcWallStandardCase,Metal - Stud Layer,0.0406,m3,0.0,0.0,(unpriced),missing from price list
1giqnsgvr6uA16isIlsmB3,IfcWallStandardCase,Plasterboard,1.2138,m2,9.0,10.92,Finishes,
27dLDsxMX8Sv5rKurGZz_T,IfcWallStandardCase,Metal - Stud Layer,0.6216,m3,0.0,0.0,(unpriced),missing from price list
27dLDsxMX8Sv5rKurGZz_T,IfcWallStandardCase,Plasterboard,16.4825,m2,9.0,148.34,Finishes,
33emTEO_501u9yrN6HtIFl,IfcWallStandardCase,Plasterboard,38.7672,m2,9.0,348.91,Finishes,
33emTEO_501u9yrN6HtIFl,IfcWallStandardCase,Metal - Stud Layer,3.526,m3,0.0,0.0,(unpriced),missing from price list
33emTEO_501u9yrN6HtIFl,IfcWallStandardCase,Plasterboard,38.7672,m2,9.0,348.91,Finishes,
27dLDsxMX8Sv5rKurGZzkM,IfcWallStandardCase,Plasterboard,13.5471,m2,9.0,121.92,Finishes,
27dLDsxMX8Sv5rKurGZzkM,IfcWallStandardCase,Metal - Stud Layer,1.0399,m3,0.0,0.0,(unpriced),missing from price list
27dLDsxMX8Sv5rKurGZzkM,IfcWallStandardCase,Plasterboard,13.5471,m2,9.0,121.92,Finishes,
31$_5GWU50XveZ1tV80EtP,IfcWallStandardCase,Plasterboard,14.6902,m2,9.0,132.21,Finishes,
31$_5GWU50XveZ1tV80EtP,IfcWallStandardCase,Metal - Stud Layer,1.1719,m3,0.0,0.0,(unpriced),missing from price list
31$_5GWU50XveZ1tV80EtP,IfcWallStandardCase,Plasterboard,14.6902,m2,9.0,132.21,Finishes,
27dLDsxMX8Sv5rKurGZzb1,IfcWallStandardCase,Plasterboard,3.3466,m2,9.0,30.12,Finishes,
27dLDsxMX8Sv5rKurGZzb1,IfcWallStandardCase,Metal - Stud Layer,0.3079,m3,0.0,0.0,(unpriced),missing from price list
27dLDsxMX8Sv5rKurGZzb1,IfcWallStandardCase,Plasterboard,3.3466,m2,9.0,30.12,Finishes,
1Uma8nuu1Frxm4jZQJyUJn,IfcWallStandardCase,Metal - Stud Layer,0.0479,m3,0.0,0.0,(unpriced),missing from price list
1Uma8nuu1Frxm4jZQJyUJn,IfcWallStandardCase,Plasterboard,1.4062,m2,9.0,12.66,Finishes,
1giqnsgvr6uA16isIlsm5r,IfcWallStandardCase,Plasterboard,3.0073,m2,9.0,27.07,Finishes,
1giqnsgvr6uA16isIlsm5r,IfcWallStandardCase,Metal - Stud Layer,0.2652,m3,0.0,0.0,(unpriced),missing from price list
1giqnsgvr6uA16isIlsm5r,IfcWallStandardCase,Plasterboard,3.0073,m2,9.0,27.07,Finishes,
33emTEO_501u9yrN6HtIBi,IfcWallStandardCase,Plasterboard,14.4493,m2,9.0,130.04,Finishes,
33emTEO_501u9yrN6HtIBi,IfcWallStandardCase,Metal - Stud Layer,1.3293,m3,0.0,0.0,(unpriced),missing from price list
33emTEO_501u9yrN6HtIBi,IfcWallStandardCase,Plasterboard,14.4493,m2,9.0,130.04,Finishes,
33emTEO_501u9yrN6HtIo1,IfcWallStandardCase,Metal - Stud Layer,0.7368,m3,0.0,0.0,(unpriced),missing from price list
33emTEO_501u9yrN6HtIo1,IfcWallStandardCase,Plasterboard,19.514,m2,9.0,175.63,Finishes,
27dLDsxMX8Sv5rKurGZoFv,IfcWallStandardCase,Type-X Plasterboard,12.6217,m2,9.0,113.59,Finishes,
27dLDsxMX8Sv5rKurGZoFv,IfcWallStandardCase,Metal - Stud Layer,1.1612,m3,0.0,0.0,(unpriced),missing from price list
27dLDsxMX8Sv5rKurGZoFv,IfcWallStandardCase,Type-X Plasterboard,12.6217,m2,9.0,113.59,Finishes,
27dLDsxMX8Sv5rKurGZze1,IfcWallStandardCase,Plasterboard,7.0403,m2,9.0,63.36,Finishes,
27dLDsxMX8Sv5rKurGZze1,IfcWallStandardCase,Metal - Stud Layer,0.6477,m3,0.0,0.0,(unpriced),missing from price list
27dLDsxMX8Sv5rKurGZze1,IfcWallStandardCase,Plasterboard,7.0403,m2,9.0,63.36,Finishes,
1giqnsgvr6uA16isIlsmB2,IfcWallStandardCase,Metal - Stud Layer,0.0547,m3,0.0,0.0,(unpriced),missing from price list
1giqnsgvr6uA16isIlsmB2,IfcWallStandardCase,Plasterboard,1.4388,m2,9.0,12.95,Finishes,
1giqnsgvr6uA16isIlsm7x,IfcWallStandardCase,Plasterboard,7.1619,m2,9.0,64.46,Finishes,
1giqnsgvr6uA16isIlsm7x,IfcWallStandardCase,Metal - Stud Layer,0.6589,m3,0.0,0.0,(unpriced),missing from price list
1giqnsgvr6uA16isIlsm7x,IfcWallStandardCase,Plasterboard,7.1619,m2,9.0,64.46,Finishes,
1h7qyFpbf0qggP_pQnt_HN,IfcWallStandardCase,Type-X Plasterboard,10.9948,m2,9.0,98.95,Finishes,
1h7qyFpbf0qggP_pQnt_HN,IfcWallStandardCase,Metal - Stud Layer,1.0115,m3,0.0,0.0,(unpriced),missing from price list
1h7qyFpbf0qggP_pQnt_HN,IfcWallStandardCase,Type-X Plasterboard,10.9948,m2,9.0,98.95,Finishes,
33emTEO_501u9yrN6HtG43,IfcWallStandardCase,Type-X Plasterboard,10.9948,m2,9.0,98.95,Finishes,
33emTEO_501u9yrN6HtG43,IfcWallStandardCase,Metal - Stud Layer,1.0115,m3,0.0,0.0,(unpriced),missing from price list
33emTEO_501u9yrN6HtG43,IfcWallStandardCase,Type-X Plasterboard,10.9948,m2,9.0,98.95,Finishes,
1giqnsgvr6uA16isIlsm6t,IfcWallStandardCase,Plasterboard,19.6665,m2,9.0,177.0,Finishes,
