GUID,ifc_type,material,quantity,unit,unit_price,line_total,trade_group,note
3Y4YRln2r91vflHcHE5ITn,IfcWallStandardCase,Plasterboard,0.3119,m2,9.0,2.81,Finishes,
3Y4YRln2r91vflHcHE5ITs,IfcWallStandardCase,Metal - Stud Layer,0.0124,m3,0.0,0.0,(unpriced),missing from price list
3Y4YRln2r91vflHcHE5ITs,IfcWallStandardCase,Plasterboard,0.3269,m2,9.0,2.94,Finishes,
2O2Fr$t4X7Zf8NOew3FK4F,IfcSlab,Concrete,8.2271,m3,180.0,1480.87,Structure,
2O2Fr$t4X7Zf8NOew3FKcz,IfcSlab,Concrete,8.2431,m3,180.0,1483.76,Structure,
1hOSvn6df7F8_7GcBWlRqU,IfcSlab,Wood - Sheathing - plywood,1.1254,m3,0.0,0.0,(unpriced),missing from price list
1hOSvn6df7F8_7GcBWlRqU,IfcSlab,Wood - Dimensional Lumber,16.9395,m3,0.0,0.0,(unpriced),missing from price list
1hOSvn6df7F8_7GcBWlRrM,IfcSlab,Wood - Sheathing - plywood,1.1273,m3,0.0,0.0,(unpriced),missing from price list
1hOSvn6df7F8_7GcBWlRrM,IfcSlab,Wood - Dimensional Lumber,16.9695,m3,0.0,0.0,(unpriced),missing from price list
2OBrcmyk58NupXoVOHUtC0,IfcSlab,Wood - Flooring,23.1713,m2,72.0,1668.33,Finishes,
2OBrcmyk58NupXoVOHUtC0,IfcSlab,Insulation / Thermal Barriers - Semi-rigid insulation,0.0661,m3,95.0,6.28,Envelope,
2OBrcmyk58NupXoVOHUtDX,IfcSlab,Wood - Flooring,23.1713,m2,72.0,1668.33,Finishes,
2OBrcmyk58NupXoVOHUtDX,IfcSlab,Insulation / Thermal Barriers - Semi-rigid insulation,0.0661,m3,95.0,6.28,Envelope,
2OBrcmyk58NupXoVOHUtBP,IfcSlab,Wood - Flooring,23.2306,m2,72.0,1672.6,Finishes,
2OBrcmyk58NupXoVOHUtBP,IfcSlab,Insulation / Thermal Barriers - Semi-rigid insulation,0.0662,m3,95.0,6.29,Envelope,
2OBrcmyk58NupXoVOHUt8F,IfcSlab,Wood - Flooring,23.1713,m2,72.0,1668.33,Finishes,
2OBrcmyk58NupXoVOHUt8F,IfcSlab,Insulation / Thermal Barriers - Semi-rigid insulation,0.0661,m3,95.0,6.28,Envelope,
2OBrcmyk58NupXoVOHUt8s,IfcSlab,Wood - Flooring,11.5898,m2,72.0,834.46,Finishes,
2OBrcmyk58NupXoVOHUt8s,IfcSlab,Insulation / Thermal Barriers - Semi-rigid insulation,0.0216,m3,95.0,2.06,Envelope,
2OBrcmyk58NupXoVOHUt5W,IfcSlab,Wood - Flooring,11.5898,m2,72.0,834.46,Finishes,
2OBrcmyk58NupXoVOHUt5W,IfcSlab,Insulation / Thermal Barriers - Semi-rigid insulation,0.0216,m3,95.0,2.06,Envelope,
2OBrcmyk58NupXoVOHUt2f,IfcSlab,Ceramic Tile,6.3398,m2,38.0,240.91,Finishes,
2OBrcmyk58NupXoVOHUt2f,IfcSlab,Masonry - Grout,0.019,m3,0.0,0.0,(unpriced),missing from price list
2OBrcmyk58NupXoVOHUt0F,IfcSlab,Ceramic Tile,6.3398,m2,38.0,240.91,Finishes,
2OBrcmyk58NupXoVOHUt0F,IfcSlab,Masonry - Grout,0.019,m3,0.0,0.0,(unpriced),missing from price list
2OBrcmyk58NupXoVOHUtxr,IfcSlab,Wood - Flooring,74.1475,m2,72.0,5338.62,Finishes,
2OBrcmyk58NupXoVOHUtxr,IfcSlab,Insulation / Thermal Barriers - Semi-rigid insulation,0.1414,m3,95.0,13.44,Envelope,
2OBrcmyk58NupXoVOHUtoa,IfcSlab,Ceramic Tile,12.9541,m2,38.0,492.25,Finishes,
2OBrcmyk58NupXoVOHUtoa,IfcSlab,Masonry - Grout,0.0389,m3,0.0,0.0,(unpriced),missing from price list
2OBrcmyk58NupXoVOHUtjR,IfcSlab,Ceramic Tile,3.161,m2,38.0,120.12,Finishes,
2OBrcmyk58NupXoVOHUtjR,IfcSlab,Masonry - Grout,0.0095,m3,0.0,0.0,(unpriced),missing from price list
2OBrcmyk58NupXoVOHUtju,IfcSlab,Ceramic Tile,3.161,m2,38.0,120.12,Finishes,
2OBrcmyk58NupXoVOHUtju,IfcSlab,Masonry - Grout,0.0095,m3,0.0,0.0,(unpriced),missing from price list
2OBrcmyk58NupXoVOHUtgP,IfcSlab,Wood - Flooring,74.1475,m2,72.0,5338.62,Finishes,
2OBrcmyk58NupXoVOHUtgP,IfcSlab,Insulation / Thermal Barriers - Semi-rigid insulation,0.1415,m3,95.0,13.44,Envelope,
2OBrcmyk58NupXoVOHUten,IfcSlab,Ceramic Tile,12.9541,m2,38.0,492.25,Finishes,
2OBrcmyk58NupXoVOHUten,IfcSlab,Masonry - Grout,0.0389,m3,0.0,0.0,(unpriced),missing from price list
1CZILmCaHETO8tf3SgGEWh,IfcSlab,Concrete - Cast In Situ,3.813,m3,180.0,686.34,Structure,
1CZILmCaHETO8tf3SgGEXu,IfcSlab,Concrete - Cast In Situ,3.813,m3,180.0,686.34,Structure,
2OrWItJ6zAwBNp0OUxK_l8,IfcBeam,Metal - Steel - 345 MPa,451.1993,kg,2.8,1263.36,Structure,
2OrWItJ6zAwBNp0OUxK$8W,IfcBeam,Metal - Steel - 345 MPa,376.3483,kg,2.8,1053.78,Structure,
2OrWItJ6zAwBNp0OUxK$Bq,IfcBeam,Metal - Steel - 345 MPa,250.9002,kg,2.8,702.52,Structure,
2OrWItJ6zAwBNp0OUxK$CR,IfcBeam,Metal - Steel - 345 MPa,249.6047,kg,2.8,698.89,Structure,
2OrWItJ6zAwBNp0OUxK$Dv,IfcBeam,Metal - Steel - 345 MPa,451.1993,kg,2.8,1263.36,Structure,
2OrWItJ6zAwBNp0OUxK$Du,IfcBeam,Metal - Steel - 345 MPa,376.3483,kg,2.8,1053.78,Structure,
2OrWItJ6zAwBNp0OUxK$Dx,IfcBeam,Metal - Steel - 345 MPa,250.9002,kg,2.8,702.52,Structure,
2OrWItJ6zAwBNp0OUxK$Dw,IfcBeam,Metal - Steel - 345 MPa,249.6047,kg,2.8,698.89,Structure,
3bXiCStxP6Fgxdej$yc5T8,IfcCovering,Metal - Stud Layer,3.2284,m3,0.0,0.0,(unpriced),missing from price list
3bXiCStxP6Fgxdej$yc5T8,IfcCovering,Plasterboard,74.1475,m2,9.0,667.33,Finishes,
3bXiCStxP6Fgxdej$yc503,IfcCovering,Metal - Stud Layer,5.005,m3,0.0,0.0,(unpriced),missing from price list
3bXiCStxP6Fgxdej$yc503,IfcCovering,Plasterboard,3.1764,m2,9.0,28.59,Finishes,
3bXiCStxP6Fgxdej$yc50B,IfcCovering,Metal - Stud Layer,5.005,m3,0.0,0.0,(unpriced),missing from price list
3bXiCStxP6Fgxdej$yc50B,IfcCovering,Plasterboard,3.1764,m2,9.0,28.59,Finishes,
3bXiCStxP6Fgxdej$yc50U,IfcCovering,Metal - Stud Layer,5.4395,m3,0.0,0.0,(unpriced),missing from price list
3bXiCStxP6Fgxdej$yc50U,IfcCovering,Plasterboard,3.3672,m2,9.0,30.3,Finishes,
3bXiCStxP6Fgxdej$yc50n,IfcCovering,Metal - Stud Layer,6.2743,m3,0.0,0.0,(unpriced),missing from price list
3bXiCStxP6Fgxdej$yc50n,IfcCovering,Plasterboard,74.1475,m2,9.0,667.33,Finishes,
3bXiCStxP6Fgxdej$yc52o,IfcCovering,Metal - Stud Layer,31.3148,m3,0.0,0.0,(unpriced),missing from price list
3bXiCStxP6Fgxdej$yc52o,IfcCovering,Plasterboard,23.1713,m2,9.0,208.54,Finishes,
3bXiCStxP6Fgxdej$yc554,IfcCovering,Metal - Stud Layer,1.2535,m3,0.0,0.0,(unpriced),missing from price list
3bXiCStxP6Fgxdej$yc554,IfcCovering,Plasterboard,23.1713,m2,9.0,208.54,Finishes,
3bXiCStxP6Fgxdej$yc55E,IfcCovering,Metal - Stud Layer,10.4327,m3,0.0,0.0,(unpriced),missing from price list
3bXiCStxP6Fgxdej$yc55E,IfcCovering,Plasterboard,6.735,m2,9.0,60.62,Finishes,
3bXiCStxP6Fgxdej$yc55M,IfcCovering,Metal - Stud Layer,15.0304,m3,0.0,0.0,(unpriced),missing from price list
3bXiCStxP6Fgxdej$yc55M,IfcCovering,Plasterboard,10.4145,m2,9.0,93.73,Finishes,
3bXiCStxP6Fgxdej$yc55U,IfcCovering,Metal - Stud Layer,10.1649,m3,0.0,0.0,(unpriced),missing from price list
3bXiCStxP6Fgxdej$yc55U,IfcCovering,Plasterboard,6.735,m2,9.0,60.62,Finishes,
3bXiCStxP6Fgxdej$yc55c,IfcCovering,Metal - Stud Layer,13.9896,m3,0.0,0.0,(unpriced),missing from price list
3bXiCStxP6Fgxdej$yc55c,IfcCovering,Plasterboard,10.4145,m2,9.0,93.73,Finishes,
3bXiCStxP6Fgxdej$yc55k,IfcCovering,Metal - Stud Layer,1.7151,m3,0.0,0.0,(unpriced),missing from price list
3bXiCStxP6Fgxdej$yc55k,IfcCovering,Plasterboard,23.1713,m2,9.0,208.54,Finishes,
3bXiCStxP6Fgxdej$yc55m,IfcCovering,Metal - Stud Layer,33.3052,m3,0.0,0.0,(unpriced),missing from price list
3bXiCStxP6Fgxdej$yc55m,IfcCovering,Plasterboard,23.1713,m2,9.0,208.54,Finishes,
